"powo_id","family","genus","species","taxon_name","taxon_authors","RL.cat","EDGE","ED","lifeform_description","accepted_plant_name_id","group","plant_locality_id","continent_code_l1","continent","region_code_l2","region","area_code_l3","area","introduced","extinct","location_doubtful"
"262578-1","Podocarpaceae","Nageia","wallichiana","Nageia wallichiana","(C.Presl) Kuntze","LC",0.380002597,7.003910688,"tree",378101,"Gymnosperms",542520,4,"ASIA-TROPICAL",42,"Malesia","SUL","Sulawesi",0,0,0
"262578-1","Podocarpaceae","Nageia","wallichiana","Nageia wallichiana","(C.Presl) Kuntze","LC",0.380002597,7.003910688,"tree",378101,"Gymnosperms",542521,4,"ASIA-TROPICAL",42,"Malesia","SUM","Sumatera",0,0,0
"77158977-1","Cupressaceae","Callitris","pancheri","Callitris pancheri","(Carrière) Byng","EN",2.52364627,5.206895559,"tree",520351,"Gymnosperms",1097720,6,"PACIFIC",60,"Southwestern Pacific","NWC","New Caledonia",0,0,0
"946480-1","Pinaceae","Nothotsuga","longibracteata","Nothotsuga longibracteata","(W.C.Cheng) H.H.Hu ex C.N.Page","NT",3.266022076,27.487646,"tree",378136,"Gymnosperms",541093,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
"946480-1","Pinaceae","Nothotsuga","longibracteata","Nothotsuga longibracteata","(W.C.Cheng) H.H.Hu ex C.N.Page","NT",3.266022076,27.487646,"tree",378136,"Gymnosperms",541094,3,"ASIA-TEMPERATE",36,"China","CHS","China Southeast",0,0,0
"294873-1","Cupressaceae","Papuacedrus","papuana","Papuacedrus papuana","(F.Muell.) H.L.Li","LC",1.834207889,31.059466,"tree",378344,"Gymnosperms",645706,4,"ASIA-TROPICAL",42,"Malesia","MOL","Maluku",0,0,0
"294873-1","Cupressaceae","Papuacedrus","papuana","Papuacedrus papuana","(F.Muell.) H.L.Li","LC",1.834207889,31.059466,"tree",378344,"Gymnosperms",540288,4,"ASIA-TROPICAL",43,"Papuasia","NWG","New Guinea",0,0,0
"687981-1","Podocarpaceae","Parasitaxus","usta","Parasitaxus usta","(Vieill.) de Laub.","VU",24.41816774,101.5976898,"holoparasitic chamaephyte",380767,"Gymnosperms",542522,6,"PACIFIC",60,"Southwestern Pacific","NWC","New Caledonia",0,0,0
"106588-3","Podocarpaceae","Pherosphaera","fitzgeraldii","Pherosphaera fitzgeraldii","(F.Muell.) F.Muell. ex Hook.f.","CR",13.93494253,14.91918662,"shrub",379624,"Gymnosperms",577180,5,"AUSTRALASIA",50,"Australia","NSW","New South Wales",0,0,0
"262594-1","Podocarpaceae","Pherosphaera","hookeriana","Pherosphaera hookeriana","W.Archer bis","NT",11.27003811,97.11447448,"shrub",380818,"Gymnosperms",577181,5,"AUSTRALASIA",50,"Australia","TAS","Tasmania",0,0,0
"262597-1","Podocarpaceae","Phyllocladus","aspleniifolius","Phyllocladus aspleniifolius","(Labill.) Hook.f.","LC",0.316845987,4.750142269,"shrub or tree",380375,"Gymnosperms",540800,5,"AUSTRALASIA",50,"Australia","TAS","Tasmania",0,0,0
"262603-1","Podocarpaceae","Phyllocladus","hypophyllus","Phyllocladus hypophyllus","Hook.f.","LC",0.213757917,3.776300022,"tree",380374,"Gymnosperms",540801,4,"ASIA-TROPICAL",42,"Malesia","BOR","Borneo",0,0,0
"262603-1","Podocarpaceae","Phyllocladus","hypophyllus","Phyllocladus hypophyllus","Hook.f.","LC",0.213757917,3.776300022,"tree",380374,"Gymnosperms",540802,4,"ASIA-TROPICAL",42,"Malesia","MOL","Maluku",0,0,0
"262603-1","Podocarpaceae","Phyllocladus","hypophyllus","Phyllocladus hypophyllus","Hook.f.","LC",0.213757917,3.776300022,"tree",380374,"Gymnosperms",540804,4,"ASIA-TROPICAL",42,"Malesia","PHI","Philippines",0,0,0
"262603-1","Podocarpaceae","Phyllocladus","hypophyllus","Phyllocladus hypophyllus","Hook.f.","LC",0.213757917,3.776300022,"tree",380374,"Gymnosperms",540805,4,"ASIA-TROPICAL",42,"Malesia","SUL","Sulawesi",0,0,0
"262603-1","Podocarpaceae","Phyllocladus","hypophyllus","Phyllocladus hypophyllus","Hook.f.","LC",0.213757917,3.776300022,"tree",380374,"Gymnosperms",540803,4,"ASIA-TROPICAL",43,"Papuasia","NWG","New Guinea",0,0,0
"994470-1","Podocarpaceae","Phyllocladus","toatoa","Phyllocladus toatoa","Molloy","LC",0.236846351,3.769921104,"tree",380373,"Gymnosperms",540806,5,"AUSTRALASIA",51,"New Zealand","NZN","New Zealand North",0,0,0
"262608-1","Podocarpaceae","Phyllocladus","trichomanoides","Phyllocladus trichomanoides","D.Don","LC",0.398209088,7.1730631,"shrub or tree",380380,"Gymnosperms",540807,5,"AUSTRALASIA",51,"New Zealand","NZN","New Zealand North",0,0,0
"262608-1","Podocarpaceae","Phyllocladus","trichomanoides","Phyllocladus trichomanoides","D.Don","LC",0.398209088,7.1730631,"shrub or tree",380380,"Gymnosperms",540808,5,"AUSTRALASIA",51,"New Zealand","NZS","New Zealand South",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541095,1,"EUROPE",10,"Northern Europe","FIN","Finland",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541096,1,"EUROPE",10,"Northern Europe","NOR","Norway",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541097,1,"EUROPE",10,"Northern Europe","SWE","Sweden",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541098,1,"EUROPE",11,"Middle Europe","AUT","Austria",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541099,1,"EUROPE",11,"Middle Europe","CZE","Czechoslovakia",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541100,1,"EUROPE",11,"Middle Europe","GER","Germany",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541101,1,"EUROPE",11,"Middle Europe","HUN","Hungary",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541102,1,"EUROPE",11,"Middle Europe","POL","Poland",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541103,1,"EUROPE",11,"Middle Europe","SWI","Switzerland",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541104,1,"EUROPE",12,"Southwestern Europe","FRA","France",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541105,1,"EUROPE",13,"Southeastern Europe","ALB","Albania",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541106,1,"EUROPE",13,"Southeastern Europe","BUL","Bulgaria",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541107,1,"EUROPE",13,"Southeastern Europe","GRC","Greece",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541108,1,"EUROPE",13,"Southeastern Europe","ITA","Italy",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541109,1,"EUROPE",13,"Southeastern Europe","ROM","Romania",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541110,1,"EUROPE",13,"Southeastern Europe","TUE","Turkey-in-Europe",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541111,1,"EUROPE",13,"Southeastern Europe","YUG","Yugoslavia",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541112,1,"EUROPE",14,"Eastern Europe","BLR","Belarus",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541113,1,"EUROPE",14,"Eastern Europe","BLT","Baltic States",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541114,1,"EUROPE",14,"Eastern Europe","RUC","Central European Rus",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541115,1,"EUROPE",14,"Eastern Europe","RUE","East European Russia",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541116,1,"EUROPE",14,"Eastern Europe","RUN","North European Russi",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541117,1,"EUROPE",14,"Eastern Europe","RUW","Northwest European R",0,0,0
"262609-1","Pinaceae","Picea","abies","Picea abies","(L.) H.Karst.","LC",0.680225923,11.41495018,"tree",380406,"Gymnosperms",541118,1,"EUROPE",14,"Eastern Europe","UKR","Ukraine",0,0,0
"262615-1","Pinaceae","Picea","alcoquiana","Picea alcoquiana","(H.J.Veitch ex Lindl.) Carrière","NT",0.267285625,2.161719087,"tree",380396,"Gymnosperms",541127,3,"ASIA-TEMPERATE",38,"Eastern Asia","JAP","Japan",0,0,0
"676939-1","Pinaceae","Picea","asperata","Picea asperata","Mast.","VU",2.734187152,11.27467045,"tree",380431,"Gymnosperms",541130,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
"676939-1","Pinaceae","Picea","asperata","Picea asperata","Mast.","VU",2.734187152,11.27467045,"tree",380431,"Gymnosperms",541133,3,"ASIA-TEMPERATE",36,"China","CHI","Inner Mongolia",0,0,0
"676939-1","Pinaceae","Picea","asperata","Picea asperata","Mast.","VU",2.734187152,11.27467045,"tree",380431,"Gymnosperms",541131,3,"ASIA-TEMPERATE",36,"China","CHN","China North-Central",0,0,0
"676939-1","Pinaceae","Picea","asperata","Picea asperata","Mast.","VU",2.734187152,11.27467045,"tree",380431,"Gymnosperms",541132,3,"ASIA-TEMPERATE",36,"China","CHQ","Qinghai",0,0,0
"676940-1","Pinaceae","Picea","aurantiaca","Picea aurantiaca","Mast.","EN",2.845477651,6.253749052,"tree",380418,"Gymnosperms",541136,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
"1008745-1","Pinaceae","Picea","austropanlanica","Picea austropanlanica","Silba",NA,2.488545957,6.779545826,"tree",380429,"Gymnosperms",541322,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
"978295-1","Pinaceae","Picea","brachytyla","Picea brachytyla","(Franch.) E.Pritz.","VU",0.748813651,3.382161,"tree",380409,"Gymnosperms",541137,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
"978295-1","Pinaceae","Picea","brachytyla","Picea brachytyla","(Franch.) E.Pritz.","VU",0.748813651,3.382161,"tree",380409,"Gymnosperms",541139,3,"ASIA-TEMPERATE",36,"China","CHN","China North-Central",0,0,0
"262630-1","Pinaceae","Picea","breweriana","Picea breweriana","S.Watson","VU",2.801108925,12.316283,"tree",380618,"Gymnosperms",541145,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","ORE","Oregon",0,0,0
"262630-1","Pinaceae","Picea","breweriana","Picea breweriana","S.Watson","VU",2.801108925,12.316283,"tree",380618,"Gymnosperms",541144,7,"NORTHERN AMERICA",76,"Southwestern U.S.A.","CAL","California",0,0,0
"195867-2","Pinaceae","Picea","chihuahuana","Picea chihuahuana","Martínez","EN",1.185254667,2.433958004,"tree",380610,"Gymnosperms",541146,7,"NORTHERN AMERICA",79,"Mexico","MXE","Mexico Northeast",0,0,0
"676948-1","Pinaceae","Picea","crassifolia","Picea crassifolia","Kom.","LC",0.686630332,12.72994102,"tree",380603,"Gymnosperms",541147,3,"ASIA-TEMPERATE",36,"China","CHI","Inner Mongolia",0,0,0
"676948-1","Pinaceae","Picea","crassifolia","Picea crassifolia","Kom.","LC",0.686630332,12.72994102,"tree",380603,"Gymnosperms",541148,3,"ASIA-TEMPERATE",36,"China","CHN","China North-Central",0,0,0
"676948-1","Pinaceae","Picea","crassifolia","Picea crassifolia","Kom.","LC",0.686630332,12.72994102,"tree",380603,"Gymnosperms",541149,3,"ASIA-TEMPERATE",36,"China","CHQ","Qinghai",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541151,7,"NORTHERN AMERICA",71,"Western Canada","ABT","Alberta",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541152,7,"NORTHERN AMERICA",71,"Western Canada","BRC","British Columbia",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541153,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","COL","Colorado",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541154,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","IDA","Idaho",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541155,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","MNT","Montana",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541156,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","ORE","Oregon",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541157,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","WAS","Washington",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541158,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","WYO","Wyoming",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541163,7,"NORTHERN AMERICA",76,"Southwestern U.S.A.","ARI","Arizona",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541160,7,"NORTHERN AMERICA",76,"Southwestern U.S.A.","CAL","California",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541161,7,"NORTHERN AMERICA",76,"Southwestern U.S.A.","NEV","Nevada",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541162,7,"NORTHERN AMERICA",76,"Southwestern U.S.A.","UTA","Utah",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",541159,7,"NORTHERN AMERICA",77,"South-Central U.S.A.","NWM","New Mexico",0,0,0
"262646-1","Pinaceae","Picea","engelmannii","Picea engelmannii","Engelm.","LC",0.212756338,4.13272425,"tree",380614,"Gymnosperms",646212,7,"NORTHERN AMERICA",79,"Mexico","MXE","Mexico Northeast",0,0,0
"676949-1","Pinaceae","Picea","farreri","Picea farreri","C.N.Page & Rushforth","VU",0.500587419,2.159189985,"tree",380641,"Gymnosperms",541167,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
"676949-1","Pinaceae","Picea","farreri","Picea farreri","C.N.Page & Rushforth","VU",0.500587419,2.159189985,"tree",380641,"Gymnosperms",541168,4,"ASIA-TROPICAL",41,"Indo-China","MYA","Myanmar",0,0,0
"262657-1","Pinaceae","Picea","glehnii","Picea glehnii","(F.Schmidt) Mast.","LC",0.222099075,3.4772521,"tree",380645,"Gymnosperms",541203,3,"ASIA-TEMPERATE",31,"Russian Far East","SAK","Sakhalin",0,0,0
"262657-1","Pinaceae","Picea","glehnii","Picea glehnii","(F.Schmidt) Mast.","LC",0.222099075,3.4772521,"tree",380645,"Gymnosperms",541204,3,"ASIA-TEMPERATE",38,"Eastern Asia","JAP","Japan",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",4886785,3,"ASIA-TEMPERATE",30,"Siberia","YAK","Yakutskiya",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",541207,3,"ASIA-TEMPERATE",31,"Russian Far East","KAM","Kamchatka",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",541208,3,"ASIA-TEMPERATE",31,"Russian Far East","KHA","Khabarovsk",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",541209,3,"ASIA-TEMPERATE",31,"Russian Far East","KUR","Kuril Is.",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",541210,3,"ASIA-TEMPERATE",31,"Russian Far East","MAG","Magadan",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",541211,3,"ASIA-TEMPERATE",31,"Russian Far East","PRM","Primorye",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",541212,3,"ASIA-TEMPERATE",31,"Russian Far East","SAK","Sakhalin",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",646222,3,"ASIA-TEMPERATE",36,"China","CHM","Manchuria",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",541206,3,"ASIA-TEMPERATE",38,"Eastern Asia","JAP","Japan",0,0,0
"262669-1","Pinaceae","Picea","jezoensis","Picea jezoensis","(Siebold & Zucc.) Carrière","LC",0.144420104,2.301225486,"tree",380563,"Gymnosperms",646221,3,"ASIA-TEMPERATE",38,"Eastern Asia","KOR","Korea",0,0,0
"676960-1","Pinaceae","Picea","koraiensis","Picea koraiensis","Nakai","LC",0.138376189,2.306006305,"tree",380570,"Gymnosperms",541215,3,"ASIA-TEMPERATE",31,"Russian Far East","PRM","Primorye",0,0,0
"676960-1","Pinaceae","Picea","koraiensis","Picea koraiensis","Nakai","LC",0.138376189,2.306006305,"tree",380570,"Gymnosperms",1523867,3,"ASIA-TEMPERATE",36,"China","CHI","Inner Mongolia",0,0,0
"676960-1","Pinaceae","Picea","koraiensis","Picea koraiensis","Nakai","LC",0.138376189,2.306006305,"tree",380570,"Gymnosperms",541216,3,"ASIA-TEMPERATE",36,"China","CHM","Manchuria",0,0,0
"676960-1","Pinaceae","Picea","koraiensis","Picea koraiensis","Nakai","LC",0.138376189,2.306006305,"tree",380570,"Gymnosperms",541217,3,"ASIA-TEMPERATE",38,"Eastern Asia","KOR","Korea",0,0,0
"676963-1","Pinaceae","Picea","koyamae","Picea koyamae","Shiras.","CR",5.646648352,6.145526447,"tree",380547,"Gymnosperms",541219,3,"ASIA-TEMPERATE",38,"Eastern Asia","JAP","Japan",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770611,7,"NORTHERN AMERICA",70,"Subarctic America","ASK","Alaska",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770618,7,"NORTHERN AMERICA",70,"Subarctic America","NUN","Nunavut",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770612,7,"NORTHERN AMERICA",70,"Subarctic America","NWT","Northwest Territorie",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770613,7,"NORTHERN AMERICA",70,"Subarctic America","YUK","Yukon",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770614,7,"NORTHERN AMERICA",71,"Western Canada","ABT","Alberta",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770615,7,"NORTHERN AMERICA",71,"Western Canada","BRC","British Columbia",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770616,7,"NORTHERN AMERICA",71,"Western Canada","MAN","Manitoba",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770617,7,"NORTHERN AMERICA",71,"Western Canada","SAS","Saskatchewan",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770619,7,"NORTHERN AMERICA",72,"Eastern Canada","LAB","Labrador",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770620,7,"NORTHERN AMERICA",72,"Eastern Canada","NBR","New Brunswick",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770621,7,"NORTHERN AMERICA",72,"Eastern Canada","NFL","Newfoundland",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770622,7,"NORTHERN AMERICA",72,"Eastern Canada","NSC","Nova Scotia",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770623,7,"NORTHERN AMERICA",72,"Eastern Canada","ONT","Ontario",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770624,7,"NORTHERN AMERICA",72,"Eastern Canada","PEI","Prince Edward I.",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770625,7,"NORTHERN AMERICA",72,"Eastern Canada","QUE","Québec",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770627,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","IDA","Idaho",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770626,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","MNT","Montana",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770628,7,"NORTHERN AMERICA",73,"Northwestern U.S.A.","WYO","Wyoming",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",803999,7,"NORTHERN AMERICA",74,"North-Central U.S.A.","ILL","Illinois",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770629,7,"NORTHERN AMERICA",74,"North-Central U.S.A.","MIN","Minnesota",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770640,7,"NORTHERN AMERICA",74,"North-Central U.S.A.","SDA","South Dakota",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770630,7,"NORTHERN AMERICA",74,"North-Central U.S.A.","WIS","Wisconsin",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770631,7,"NORTHERN AMERICA",75,"Northeastern U.S.A.","MAI","Maine",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770632,7,"NORTHERN AMERICA",75,"Northeastern U.S.A.","MIC","Michigan",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770633,7,"NORTHERN AMERICA",75,"Northeastern U.S.A.","NWH","New Hampshire",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",770634,7,"NORTHERN AMERICA",75,"Northeastern U.S.A.","NWY","New York",0,0,0
"195881-2","Pinaceae","Picea","laxa","Picea laxa","(Münchh.) Sarg.",NA,0.519523098,2.079165598,"tree",381078,"Gymnosperms",1104624,7,"NORTHERN AMERICA",75,"Northeastern U.S.A.","VER","Vermont",0,0,0
"50881856-1","Pinaceae","Picea","likiangensis","Picea likiangensis","(Franch.) E.Pritz.","VU",0.362418522,1.561752878,"tree",380560,"Gymnosperms",541220,3,"ASIA-TEMPERATE",36,"China","CHC","China South-Central",0,0,0
